No,;Time;Source;Destination;Protocol;Length;Info;;Time 1;Time 2;Delay;;Delay 1;Delay 2;Jitter
1410;44,16326;142,251,85,71;192,168,100,21;TLSv1,3;1462;Continuation Data;;44,16326;44,16329;2,8E-05;;-8,3E-05;0,000111;0,000194
1411;44,16329;192,168,100,21;142,251,85,71;TCP;90;[TCP Dup ACK 1354#4] 62448  >  443 [ACK] Seq=3529 Ack=794459 Win=1061632 Len=0 SLE=1112667 SRE=1118299 SLE=1067611 SRE=1070427 SLE=1064795 SRE=1066203 SLE=1056347 SRE=1063387;;44,16329;44,16340;0,000111;;0,000105;6E-06;-9,9E-05
1412;44,16340;142,251,85,71;192,168,100,21;TLSv1,3;1462;Continuation Data;;44,16340;44,16340;6E-06;;5E-06;1E-06;-4E-06
1413;44,16340;50,116,58,41;192,168,100,21;TCP;80;[TCP Spurious Retransmission] 8443  >  51145 [PSH, ACK] Seq=97 Ack=113 Win=165 Len=24;;44,16340;44,16340;1E-06;;-2,6E-05;2,7E-05;5,3E-05
1414;44,16340;162.159.130.234;192,168,100,21;TLSv1,2;100;Application Data;;44,16340;44,16343;2,7E-05;;-9,5E-05;0,000122;0,000217
1415;44,16343;192,168,100,21;142,251,85,71;TCP;90;[TCP Dup ACK 1354#5] 62448  >  443 [ACK] Seq=3529 Ack=794459 Win=1061632 Len=0 SLE=1112667 SRE=1119707 SLE=1067611 SRE=1070427 SLE=1064795 SRE=1066203 SLE=1056347 SRE=1063387;;44,16343;44,16355;0,000122;;7,2E-05;5E-05;-2,2E-05
1416;44,16355;192,168,100,21;50,116,58,41;TCP;66;[TCP Dup ACK 1279#2] 51145  >  8443 [ACK] Seq=141 Ack=121 Win=509 Len=0 SLE=97 SRE=121;;44,16355;44,16360;5E-05;;-0,000161;0,000211;0,000372
1417;44,16360;192,168,100,21;162.159.130.234;TCP;90;[TCP Dup ACK 1274#10] 61541  >  443 [ACK] Seq=109 Ack=10897 Win=514 Len=0 SLE=15009 SRE=15272 SLE=14744 SRE=14965 SLE=13263 SRE=14106 SLE=10989 SRE=12698;;44,16360;44,16381;0,000211;;0,000208;3E-06;-0,000205
1418;44,16381;5,45,62,53;192,168,100,21;TCP;208;[TCP Spurious Retransmission] 80  >  62412 [PSH, ACK] Seq=1 Ack=1 Win=65392 Len=154;;44,16381;44,16382;3E-06;;1E-06;2E-06;1E-06
1419;44,16382;142,251,85,71;192,168,100,21;TCP;1462;[TCP Spurious Retransmission] 443  >  62448 [ACK] Seq=755035 Ack=3504 Win=76288 Len=1408;;44,16382;44,16382;2E-06;;-3,3E-05;3,5E-05;6,8E-05
1420;44,16382;142,251,85,71;192,168,100,21;TCP;1462;[TCP Spurious Retransmission] 443  >  62448 [PSH, ACK] Seq=756443 Ack=3504 Win=76288 Len=1408;;44,16382;44,16385;3,5E-05;;-0,000234;0,000269;0,000503
1421;44,16385;192,168,100,21;5,45,62,53;TCP;54;[TCP Dup ACK 1402#1] 62412  >  80 [ACK] Seq=1 Ack=1435 Win=64952 Len=0;;44,16385;44,16412;0,000269;;0,000164;0,000105;-5,9E-05
1422;44,16412;192,168,100,21;142,251,85,71;TCP;90;[TCP Dup ACK 1354#6] 62448  >  443 [ACK] Seq=3529 Ack=794459 Win=1061632 Len=0 SLE=755035 SRE=757851 SLE=1112667 SRE=1119707 SLE=1067611 SRE=1070427 SLE=1064795 SRE=1066203;;44,16412;44,16423;0,000105;;0,000101;4E-06;-9,7E-05
1423;44,16423;142,251,85,71;192,168,100,21;TCP;1462;[TCP Spurious Retransmission] 443  >  62448 [ACK] Seq=757851 Ack=3504 Win=76288 Len=1408;;44,16423;44,16423;4E-06;;-2,7E-05;3,1E-05;5,8E-05
1424;44,16423;142,251,85,71;192,168,100,21;TCP;1462;[TCP Spurious Retransmission] 443  >  62448 [PSH, ACK] Seq=759259 Ack=3504 Win=76288 Len=1408;;44,16423;44,16426;3,1E-05;;-0,103745;0,103776;0,207521
1425;44,16426;192,168,100,21;142,251,85,71;TCP;90;[TCP Dup ACK 1354#7] 62448  >  443 [ACK] Seq=3529 Ack=794459 Win=1061632 Len=0 SLE=757851 SRE=760667 SLE=1112667 SRE=1119707 SLE=1067611 SRE=1070427 SLE=1064795 SRE=1066203;;44,16426;44,26804;0,103776;;0,056051;0,047725;-0,008326
1426;44,26804;192,168,100,21;142,251,12,94;TCP;55;[TCP Keep-Alive] 62450  >  80 [ACK] Seq=852 Ack=1403 Win=64251 Len=1;;44,26804;44,31576;0,047725;;0,047672;5,3E-05;-0,047619
1427;44,31576;142,251,85,71;192,168,100,21;TCP;1462;[TCP Spurious Retransmission] 443  >  62448 [ACK] Seq=760667 Ack=3504 Win=76288 Len=1408;;44,31576;44,31582;5,3E-05;;-0,030968;0,031021;0,061989
1428;44,31582;192,168,100,21;142,251,85,71;TCP;90;[TCP Dup ACK 1354#8] 62448  >  443 [ACK] Seq=3529 Ack=794459 Win=1061632 Len=0 SLE=760667 SRE=762075 SLE=1112667 SRE=1119707 SLE=1067611 SRE=1070427 SLE=1064795 SRE=1066203;;44,31582;44,34684;0,031021;;0,031015;6E-06;-0,031009
1429;44,34684;142,251,85,71;192,168,100,21;TCP;1462;[TCP Spurious Retransmission] 443  >  62448 [PSH, ACK] Seq=762075 Ack=3504 Win=76288 Len=1408;;44,34684;44,34684;6E-06;;-4,1E-05;4,7E-05;8,8E-05
1430;44,34684;142,251,85,71;192,168,100,21;TCP;1462;[TCP Spurious Retransmission] 443  >  62448 [ACK] Seq=763483 Ack=3504 Win=76288 Len=1408;;44,34684;44,34689;4,7E-05;;-0,000231;0,000278;0,000509
1431;44,34689;192,168,100,21;142,251,85,71;TCP;90;[TCP Dup ACK 1354#9] 62448  >  443 [ACK] Seq=3529 Ack=794459 Win=1061632 Len=0 SLE=762075 SRE=764891 SLE=1112667 SRE=1119707 SLE=1067611 SRE=1070427 SLE=1064795 SRE=1066203;;44,34689;44,34717;0,000278;;0,000275;3E-06;-0,000272
1432;44,34717;142,251,85,71;192,168,100,21;TCP;1462;[TCP Spurious Retransmission] 443  >  62448 [PSH, ACK] Seq=764891 Ack=3504 Win=76288 Len=1408;;44,34717;44,34717;3E-06;;-1,9E-05;2,2E-05;4,1E-05
1433;44,34717;142,251,85,71;192,168,100,21;TCP;1462;[TCP Spurious Retransmission] 443  >  62448 [ACK] Seq=766299 Ack=3504 Win=76288 Len=1408;;44,34717;44,34719;2,2E-05;;-0,000149;0,000171;0,00032
1434;44,34719;192,168,100,21;142,251,85,71;TCP;90;[TCP Dup ACK 1354#10] 62448  >  443 [ACK] Seq=3529 Ack=794459 Win=1061632 Len=0 SLE=764891 SRE=767707 SLE=1112667 SRE=1119707 SLE=1067611 SRE=1070427 SLE=1064795 SRE=1066203;;44,34719;44,34736;0,000171;;0,000168;3E-06;-0,000165
1435;44,34736;142,251,85,71;192,168,100,21;TCP;1462;[TCP Spurious Retransmission] 443  >  62448 [PSH, ACK] Seq=767707 Ack=3504 Win=76288 Len=1408;;44,34736;44,34737;3E-06;;-1,8E-05;2,1E-05;3,9E-05
1436;44,34737;142,251,85,71;192,168,100,21;TCP;1462;[TCP Spurious Retransmission] 443  >  62448 [ACK] Seq=769115 Ack=3504 Win=76288 Len=1408;;44,34737;44,34739;2,1E-05;;-0,000146;0,000167;0,000313
1437;44,34739;192,168,100,21;142,251,85,71;TCP;90;[TCP Dup ACK 1354#11] 62448  >  443 [ACK] Seq=3529 Ack=794459 Win=1061632 Len=0 SLE=767707 SRE=770523 SLE=1112667 SRE=1119707 SLE=1067611 SRE=1070427 SLE=1064795 SRE=1066203;;44,34739;44,34756;0,000167;;0,000147;2E-05;-0,000127
1438;44,34756;142,251,85,71;192,168,100,21;TCP;1462;[TCP Spurious Retransmission] 443  >  62448 [PSH, ACK] Seq=770523 Ack=3504 Win=76288 Len=1408;;44,34756;44,34758;2E-05;;-0,014069;0,014089;0,028158
1439;44,34758;192,168,100,21;142,251,85,71;TCP;90;[TCP Dup ACK 1354#12] 62448  >  443 [ACK] Seq=3529 Ack=794459 Win=1061632 Len=0 SLE=770523 SRE=771931 SLE=1112667 SRE=1119707 SLE=1067611 SRE=1070427 SLE=1064795 SRE=1066203;;44,34758;44,36166;0,014089;;-0,111347;0,125436;0,236783
1440;44,36166;192,168,100,21;50,116,58,41;TCP;82;[TCP Retransmission] 51145  >  8443 [PSH, ACK] Seq=113 Ack=121 Win=509 Len=28;;44,36166;44,48710;0,125436;;-0,131612;0,257048;0,38866
1441;44,48710;192,168,100,21;142,251,85,71;TCP;55;[TCP Spurious Retransmission] 62449  >  443 [ACK] Seq=581 Ack=5178 Win=132352 Len=1;;44,48710;44,74415;0,257048;;0,256962;8,6E-05;-0,256876
1442;44,74415;142,251,85,71;192,168,100,21;TCP;1462;[TCP Spurious Retransmission] 443  >  62448 [ACK] Seq=771931 Ack=3504 Win=76288 Len=1408;;44,74415;44,74423;8,6E-05;;-0,039725;0,039811;0,079536
1443;44,74423;192,168,100,21;142,251,85,71;TCP;90;[TCP Dup ACK 1354#13] 62448  >  443 [ACK] Seq=3529 Ack=794459 Win=1061632 Len=0 SLE=771931 SRE=773339 SLE=1112667 SRE=1119707 SLE=1067611 SRE=1070427 SLE=1064795 SRE=1066203;;44,74423;44,78405;0,039811;;0,039768;4,3E-05;-0,039725
1444;44,78405;142,251,85,71;192,168,100,21;TCP;1462;[TCP Spurious Retransmission] 443  >  62448 [PSH, ACK] Seq=773339 Ack=3504 Win=76288 Len=1408;;44,78405;44,78409;4,3E-05;;-0,022193;0,022236;0,044429
1445;44,78409;192,168,100,21;142,251,85,71;TCP;90;[TCP Dup ACK 1354#14] 62448  >  443 [ACK] Seq=3529 Ack=794459 Win=1061632 Len=0 SLE=773339 SRE=774747 SLE=1112667 SRE=1119707 SLE=1067611 SRE=1070427 SLE=1064795 SRE=1066203;;44,78409;44,80632;0,022236;;0,022231;5E-06;-0,022226
1446;44,80632;142,251,85,71;192,168,100,21;TCP;1462;[TCP Spurious Retransmission] 443  >  62448 [ACK] Seq=774747 Ack=3504 Win=76288 Len=1408;;44,80632;44,80633;5E-06;;-3,4E-05;3,9E-05;7,3E-05
1447;44,80633;142,251,85,71;192,168,100,21;TCP;1462;[TCP Spurious Retransmission] 443  >  62448 [PSH, ACK] Seq=776155 Ack=3504 Win=76288 Len=1408;;44,80633;44,80637;3,9E-05;;-0,000306;0,000345;0,000651
1448;44,80637;192,168,100,21;142,251,85,71;TCP;90;[TCP Dup ACK 1354#15] 62448  >  443 [ACK] Seq=3529 Ack=794459 Win=1061632 Len=0 SLE=774747 SRE=777563 SLE=1112667 SRE=1119707 SLE=1067611 SRE=1070427 SLE=1064795 SRE=1066203;;44,80637;44,80671;0,000345;;0,000343;2E-06;-0,000341
1449;44,80671;142,251,85,71;192,168,100,21;TCP;1462;[TCP Spurious Retransmission] 443  >  62448 [ACK] Seq=777563 Ack=3504 Win=76288 Len=1408;;44,80671;44,80672;2E-06;;-1E-05;1,2E-05;2,2E-05
1450;44,80672;142,251,85,71;192,168,100,21;TCP;1462;[TCP Spurious Retransmission] 443  >  62448 [PSH, ACK] Seq=778971 Ack=3504 Win=76288 Len=1408;;44,80672;44,80673;1,2E-05;;-2E-05;3,2E-05;5,2E-05
1451;44,80673;192,168,100,21;142,251,85,71;TCP;90;[TCP Dup ACK 1354#16] 62448  >  443 [ACK] Seq=3529 Ack=794459 Win=1061632 Len=0 SLE=777563 SRE=780379 SLE=1112667 SRE=1119707 SLE=1067611 SRE=1070427 SLE=1064795 SRE=1066203;;44,80673;44,80676;3,2E-05;;2,3E-05;9E-06;-1,4E-05
1452;44,80676;142,251,85,71;192,168,100,21;TCP;1462;[TCP Spurious Retransmission] 443  >  62448 [ACK] Seq=780379 Ack=3504 Win=76288 Len=1408;;44,80676;44,80677;9E-06;;-0,000347;0,000356;0,000703
1453;44,80677;192,168,100,21;142,251,85,71;TCP;90;[TCP Dup ACK 1354#17] 62448  >  443 [ACK] Seq=3529 Ack=794459 Win=1061632 Len=0 SLE=780379 SRE=781787 SLE=1112667 SRE=1119707 SLE=1067611 SRE=1070427 SLE=1064795 SRE=1066203;;44,80677;44,80712;0,000356;;0,000353;3E-06;-0,00035
1454;44,80712;142,251,85,71;192,168,100,21;TCP;1462;[TCP Spurious Retransmission] 443  >  62448 [PSH, ACK] Seq=781787 Ack=3504 Win=76288 Len=1408;;44,80712;44,80713;3E-06;;-6E-06;9E-06;1,5E-05
1455;44,80713;142,251,85,71;192,168,100,21;TCP;1462;[TCP Spurious Retransmission] 443  >  62448 [ACK] Seq=783195 Ack=3504 Win=76288 Len=1408;;44,80713;44,80714;9E-06;;-2E-05;2,9E-05;4,9E-05
1456;44,80714;192,168,100,21;142,251,85,71;TCP;90;[TCP Dup ACK 1354#18] 62448  >  443 [ACK] Seq=3529 Ack=794459 Win=1061632 Len=0 SLE=781787 SRE=784603 SLE=1112667 SRE=1119707 SLE=1067611 SRE=1070427 SLE=1064795 SRE=1066203;;44,80714;44,80717;2,9E-05;;2E-05;9E-06;-1,1E-05
1457;44,80717;142,251,85,71;192,168,100,21;TCP;1462;[TCP Spurious Retransmission] 443  >  62448 [PSH, ACK] Seq=784603 Ack=3504 Win=76288 Len=1408;;44,80717;44,80717;9E-06;;-0,27099;0,270999;0,541989
1458;44,80717;192,168,100,21;142,251,85,71;TCP;90;[TCP Dup ACK 1354#19] 62448  >  443 [ACK] Seq=3529 Ack=794459 Win=1061632 Len=0 SLE=784603 SRE=786011 SLE=1112667 SRE=1119707 SLE=1067611 SRE=1070427 SLE=1064795 SRE=1066203;;44,80717;45,07817;0,270999;;0,270935;6,4E-05;-0,270871
1459;45,07817;142,251,85,71;192,168,100,21;TCP;1462;[TCP Spurious Retransmission] 443  >  62448 [ACK] Seq=786011 Ack=3504 Win=76288 Len=1408;;45,07817;45,07824;6,4E-05;;-0,015621;0,015685;0,031306
1460;45,07824;192,168,100,21;142,251,85,71;TCP;90;[TCP Dup ACK 1354#20] 62448  >  443 [ACK] Seq=3529 Ack=794459 Win=1061632 Len=0 SLE=786011 SRE=787419 SLE=1112667 SRE=1119707 SLE=1067611 SRE=1070427 SLE=1064795 SRE=1066203;;45,07824;45,09392;0,015685;;0,004144;0,011541;0,007397
1461;45,09392;192,168,100,21;142,251,85,71;TCP;78;[TCP Retransmission] 62448  >  443 [FIN, PSH, ACK] Seq=3504 Ack=794459 Win=1061632 Len=24;;45,09392;45,10546;0,011541;;0,011476;6,5E-05;-0,011411
1462;45,10546;142,251,85,71;192,168,100,21;TCP;1462;[TCP Spurious Retransmission] 443  >  62448 [PSH, ACK] Seq=787419 Ack=3504 Win=76288 Len=1408;;45,10546;45,10553;6,5E-05;;-0,019142;0,019207;0,038349
1463;45,10553;192,168,100,21;142,251,85,71;TCP;90;[TCP Dup ACK 1354#21] 62448  >  443 [ACK] Seq=3529 Ack=794459 Win=1061632 Len=0 SLE=787419 SRE=788827 SLE=1112667 SRE=1119707 SLE=1067611 SRE=1070427 SLE=1064795 SRE=1066203;;45,10553;45,12474;0,019207;;-0,07435;0,093557;0,167907
1464;45,12474;192,168,100,21;142,251,12,94;TCP;55;[TCP Keep-Alive] 62452  >  80 [ACK] Seq=426 Ack=702 Win=64952 Len=1;;45,12474;45,21829;0,093557;;0,032586;0,060971;0,028385
1465;45,21829;192,168,100,21;162.159.130.234;TCP;108;[TCP Retransmission] 61541  >  443 [PSH, ACK] Seq=55 Ack=10897 Win=514 Len=54;;45,21829;45,27926;0,060971;;-0,155525;0,216496;0,372021
1466;45,27926;192,168,100,21;142,251,12,94;TCP;55;[TCP Keep-Alive] 62450  >  80 [ACK] Seq=852 Ack=1403 Win=64251 Len=1;;45,27926;45,49576;0,216496;;0,10864;0,107856;-0,000784
1467;45,49576;192,168,100,21;142,251,85,71;TCP;55;[TCP Spurious Retransmission] 62449  >  443 [ACK] Seq=581 Ack=5178 Win=132352 Len=1;;45,49576;45,60362;0,107856;;0,107762;9,4E-05;-0,107668
1468;45,60362;142,251,85,71;192,168,100,21;TCP;1462;[TCP Spurious Retransmission] 443  >  62448 [ACK] Seq=788827 Ack=3504 Win=76288 Len=1408;;45,60362;45,60371;9,4E-05;;-0,48655;0,486644;0,973194
1469;45,60371;192,168,100,21;142,251,85,71;TCP;90;[TCP Dup ACK 1354#22] 62448  >  443 [ACK] Seq=3529 Ack=794459 Win=1061632 Len=0 SLE=788827 SRE=790235 SLE=1112667 SRE=1119707 SLE=1067611 SRE=1070427 SLE=1064795 SRE=1066203;;45,60371;46,09035;0,486644;;0,486526;0,000118;-0,486408
1473;46,09035;142,251,85,71;192,168,100,21;TCP;1462;[TCP Spurious Retransmission] 443  >  62448 [ACK] Seq=790235 Ack=3504 Win=76288 Len=1408;;46,09035;46,09047;0,000118;;-0,000129;0,000247;0,000376
1474;46,09047;192,168,100,21;142,251,85,71;TCP;90;[TCP Dup ACK 1354#23] 62448  >  443 [ACK] Seq=3529 Ack=794459 Win=1061632 Len=0 SLE=790235 SRE=791643 SLE=1112667 SRE=1119707 SLE=1067611 SRE=1070427 SLE=1064795 SRE=1066203;;46,09047;46,09072;0,000247;;0,00024;7E-06;-0,000233
1475;46,09072;142,251,85,71;192,168,100,21;TCP;1462;[TCP Spurious Retransmission] 443  >  62448 [ACK] Seq=791643 Ack=3504 Win=76288 Len=1408;;46,09072;46,09073;7E-06;;4E-06;3E-06;-1E-06
1476;46,09073;142,251,85,71;192,168,100,21;TCP;1462;[TCP Spurious Retransmission] 443  >  62448 [PSH, ACK] Seq=793051 Ack=3504 Win=76288 Len=1408;;46,09073;46,09073;3E-06;;-0,000174;0,000177;0,000351
1477;46,09073;142,251,85,71;192,168,100,21;TCP;1462;[TCP Fast Retransmission] 443  >  62448 [ACK] Seq=794459 Ack=3504 Win=76288 Len=1408 [TCP segment of a reassembled PDU];;46,09073;46,09091;0,000177;;0,00017;7E-06;-0,000163
1478;46,09091;142,251,85,71;192,168,100,21;TCP;1462;[TCP Retransmission] 443  >  62448 [PSH, ACK] Seq=795867 Ack=3504 Win=76288 Len=1408;;46,09091;46,09091;7E-06;;-8,6E-05;9,3E-05;0,000179
1479;46,09091;142,251,85,71;192,168,100,21;TCP;1462;[TCP Retransmission] 443  >  62448 [ACK] Seq=797275 Ack=3504 Win=76288 Len=1408;;46,09091;46,09101;9,3E-05;;1,3E-05;8E-05;6,7E-05
1480;46,09101;192,168,100,21;142,251,85,71;TCP;90;62448  >  443 [ACK] Seq=3529 Ack=807131 Win=1061632 Len=0 SLE=791643 SRE=794459 SLE=1112667 SRE=1119707 SLE=1067611 SRE=1070427 SLE=1064795 SRE=1066203;;46,09101;46,09109;8E-05;;-0,000128;0,000208;0,000336
1481;46,09109;192,168,100,21;142,251,85,71;TCP;54;62448  >  443 [RST, ACK] Seq=3529 Ack=807131 Win=0 Len=0;;46,09109;46,09129;0,000208;;0,000203;5E-06;-0,000198
1482;46,09129;142,251,85,71;192,168,100,21;TCP;1462;[TCP Spurious Retransmission] 443  >  62448 [ACK] Seq=763483 Ack=3504 Win=76288 Len=1408;;46,09129;46,09130;5E-06;;-0,000128;0,000133;0,000261
1483;46,09130;142,251,85,71;192,168,100,21;TCP;1462;[TCP Spurious Retransmission] 443  >  62448 [PSH, ACK] Seq=764891 Ack=3504 Win=76288 Len=1408;;46,09130;46,09143;0,000133;;6,7E-05;6,6E-05;-1E-06
1484;46,09143;142,251,85,71;192,168,100,21;TCP;1462;[TCP Spurious Retransmission] 443  >  62448 [ACK] Seq=798683 Ack=3504 Win=76288 Len=1408;;46,09143;46,09150;6,6E-05;;-0,000213;0,000279;0,000492
1485;46,09150;142,251,85,71;192,168,100,21;TCP;1462;[TCP Spurious Retransmission] 443  >  62448 [ACK] Seq=800091 Ack=3504 Win=76288 Len=1408;;46,09150;46,09178;0,000279;;0,000275;4E-06;-0,000271
1486;46,09178;142,251,85,71;192,168,100,21;TCP;1462;[TCP Spurious Retransmission] 443  >  62448 [PSH, ACK] Seq=801499 Ack=3504 Win=76288 Len=1408;;46,09178;46,09178;4E-06;;-0,000275;0,000279;0,000554
1487;46,09178;142,251,85,71;192,168,100,21;TCP;1462;[TCP Spurious Retransmission] 443  >  62448 [ACK] Seq=802907 Ack=3504 Win=76288 Len=1408;;46,09178;46,09206;0,000279;;0,000275;4E-06;-0,000271
1488;46,09206;142,251,85,71;192,168,100,21;TCP;1462;[TCP Spurious Retransmission] 443  >  62448 [PSH, ACK] Seq=804315 Ack=3504 Win=76288 Len=1408;;46,09206;46,09206;4E-06;;-0,000295;0,000299;0,000594
1489;46,09206;142,251,85,71;192,168,100,21;TCP;1462;[TCP Window Full] [TCP Spurious Retransmission] 443  >  62448 [ACK] Seq=805723 Ack=3504 Win=76288 Len=1408;;46,09206;46,09236;0,000299;;-0,043499;0,043798;0,087297
1490;46,09236;142,251,85,71;192,168,100,21;TCP;1462;[TCP Retransmission] 443  >  62448 [PSH, ACK] Seq=807131 Ack=3504 Win=76288 Len=1408;;46,09236;46,13616;0,043798;;-0,037046;0,080844;0,11789
1491;46,13616;192,168,100,21;142,251,12,94;TCP;55;[TCP Keep-Alive] 62452  >  80 [ACK] Seq=426 Ack=702 Win=64952 Len=1;;46,13616;46,21700;0,080844;;0,080838;6E-06;-0,080832
1492;46,21700;142,251,85,71;192,168,100,21;TCP;1462;[TCP Retransmission] 443  >  62448 [ACK] Seq=808539 Ack=3504 Win=76288 Len=1408;;46,21700;46,21701;6E-06;;2E-06;4E-06;2E-06
1493;46,21701;142,251,85,71;192,168,100,21;TCP;1462;[TCP Retransmission] 443  >  62448 [PSH, ACK] Seq=809947 Ack=3504 Win=76288 Len=1408;;46,21701;46,21701;4E-06;;-0,073592;0,073596;0,147188
1494;46,21701;142,251,85,71;192,168,100,21;TCP;1462;[TCP Retransmission] 443  >  62448 [ACK] Seq=811355 Ack=3504 Win=76288 Len=1408;;46,21701;46,29061;0,073596;;0,070708;0,002888;-0,06782
1495;46,29061;192,168,100,21;142,251,12,94;TCP;55;[TCP Keep-Alive] 62450  >  80 [ACK] Seq=852 Ack=1403 Win=64251 Len=1;;46,29061;46,29350;0,002888;;0,002882;6E-06;-0,002876
1496;46,29350;142,251,85,71;192,168,100,21;TCP;1462;[TCP Retransmission] 443  >  62448 [PSH, ACK] Seq=812763 Ack=3504 Win=76288 Len=1408;;46,29350;46,29350;6E-06;;2E-06;4E-06;2E-06
1497;46,29350;142,251,85,71;192,168,100,21;TCP;1462;[TCP Retransmission] 443  >  62448 [ACK] Seq=814171 Ack=3504 Win=76288 Len=1408;;46,29350;46,29351;4E-06;;-0,000199;0,000203;0,000402
1498;46,29351;142,251,85,71;192,168,100,21;TCP;1462;[TCP Retransmission] 443  >  62448 [PSH, ACK] Seq=815579 Ack=3504 Win=76288 Len=1408;;46,29351;46,29371;0,000203;;0,000199;4E-06;-0,000195
1499;46,29371;142,251,85,71;192,168,100,21;TCP;1462;[TCP Retransmission] 443  >  62448 [ACK] Seq=816987 Ack=3504 Win=76288 Len=1408;;46,29371;46,29372;4E-06;;-0,000204;0,000208;0,000412
1500;46,29372;142,251,85,71;192,168,100,21;TCP;1462;[TCP Retransmission] 443  >  62448 [PSH, ACK] Seq=818395 Ack=3504 Win=76288 Len=1408;;46,29372;46,29392;0,000208;;0,000204;4E-06;-0,0002
1501;46,29392;142,251,85,71;192,168,100,21;TCP;1462;[TCP Retransmission] 443  >  62448 [ACK] Seq=819803 Ack=3504 Win=76288 Len=1408;;46,29392;46,29393;4E-06;;-0,00029;0,000294;0,000584
1502;46,29393;142,251,85,71;192,168,100,21;TCP;1462;[TCP Retransmission] 443  >  62448 [PSH, ACK] Seq=821211 Ack=3504 Win=76288 Len=1408;;46,29393;46,29422;0,000294;;0,000291;3E-06;-0,000288
1503;46,29422;142,251,85,71;192,168,100,21;TCP;1462;[TCP Retransmission] 443  >  62448 [ACK] Seq=822619 Ack=3504 Win=76288 Len=1408;;46,29422;46,29422;3E-06;;-5,3E-05;5,6E-05;0,000109
1504;46,29422;142,251,85,71;192,168,100,21;TCP;1462;[TCP Retransmission] 443  >  62448 [PSH, ACK] Seq=824027 Ack=3504 Win=76288 Len=1408;;46,29422;46,29428;5,6E-05;;5E-06;5,1E-05;4,6E-05
1505;46,29428;162.159.130.234;192,168,100,21;TLSv1,2;294;Application Data;;46,29428;46,29433;5,1E-05;;-0,000182;0,000233;0,000415
1506;46,29433;192,168,100,21;162.159.130.234;TCP;90;[TCP Dup ACK 1274#11] 61541  >  443 [ACK] Seq=109 Ack=10897 Win=514 Len=0 SLE=15009 SRE=15512 SLE=14744 SRE=14965 SLE=13263 SRE=14106 SLE=10989 SRE=12698;;46,29433;46,29456;0,000233;;0,000229;4E-06;-0,000225
1507;46,29456;142,251,85,71;192,168,100,21;TCP;1462;[TCP Retransmission] 443  >  62448 [ACK] Seq=825435 Ack=3504 Win=76288 Len=1408;;46,29456;46,29457;4E-06;;-0,000295;0,000299;0,000594
1508;46,29457;142,251,85,71;192,168,100,21;TCP;1462;[TCP Retransmission] 443  >  62448 [PSH, ACK] Seq=826843 Ack=3504 Win=76288 Len=1408;;46,29457;46,29487;0,000299;;-0,105866;0,106165;0,212031
1509;46,29487;142,251,85,71;192,168,100,21;TCP;1462;[TCP Retransmission] 443  >  62448 [ACK] Seq=828251 Ack=3504 Win=76288 Len=1408;;46,29487;46,40103;0,106165;;0,106158;7E-06;-0,106151
1510;46,40103;142,251,85,71;192,168,100,21;TCP;1462;[TCP Retransmission] 443  >  62448 [ACK] Seq=831067 Ack=3504 Win=76288 Len=1408;;46,40103;46,40104;7E-06;;1E-06;6E-06;5E-06
1511;46,40104;142,251,85,71;192,168,100,21;TCP;1462;[TCP Retransmission] 443  >  62448 [PSH, ACK] Seq=832475 Ack=3504 Win=76288 Len=1408;;46,40104;46,40105;6E-06;;3E-06;3E-06;-7,10543E-15
1512;46,40105;142,251,85,71;192,168,100,21;TCP;1462;[TCP Retransmission] 443  >  62448 [ACK] Seq=833883 Ack=3504 Win=76288 Len=1408;;46,40105;46,40105;3E-06;;-0,109122;0,109125;0,218247
1513;46,40105;142,251,85,71;192,168,100,21;TCP;1462;[TCP Retransmission] 443  >  62448 [PSH, ACK] Seq=835291 Ack=3504 Win=76288 Len=1408;;46,40105;46,51017;0,109125;;0,087522;0,021603;-0,065919
1514;46,51017;192,168,100,21;142,251,85,71;TCP;55;[TCP Spurious Retransmission] 62449  >  443 [ACK] Seq=581 Ack=5178 Win=132352 Len=1;;46,51017;46,53178;0,021603;;0,021597;6E-06;-0,021591
1515;46,53178;142,251,85,71;192,168,100,21;TCP;1462;[TCP Retransmission] 443  >  62448 [ACK] Seq=836699 Ack=3504 Win=76288 Len=1408;;46,53178;46,53178;6E-06;;-0,054047;0,054053;0,1081
1516;46,53178;142,251,85,71;192,168,100,21;TCP;1462;[TCP Retransmission] 443  >  62448 [ACK] Seq=838107 Ack=3504 Win=76288 Len=1408;;46,53178;46,58584;0,054053;;0,042617;0,011436;-0,031181
1517;46,58584;142,251,85,71;192,168,100,21;TCP;1462;[TCP Retransmission] 443  >  62448 [ACK] Seq=839515 Ack=3504 Win=76288 Len=1408;;46,58584;46,59727;0,011436;;0,011428;8E-06;-0,01142
1518;46,59727;142,251,85,71;192,168,100,21;TCP;1462;[TCP Retransmission] 443  >  62448 [PSH, ACK] Seq=840923 Ack=3504 Win=76288 Len=1408;;46,59727;46,59728;8E-06;;-0,000107;0,000115;0,000222
1519;46,59728;142,251,85,71;192,168,100,21;TCP;1462;[TCP Spurious Retransmission] 443  >  62448 [ACK] Seq=763483 Ack=3504 Win=76288 Len=1408;;46,59728;46,59739;0,000115;;0,000112;3E-06;-0,000109
