No,;Time;Source;Destination;Protocol;Length;Info;;Time 1;Time 2;Delay;;Delay 1;Delay 2;Jitter
870;32,90408;142,251,85,71;192,168,100,21;TCP;1462;443  >  62448 [PSH, ACK] Seq=435419 Ack=3504 Win=76288 Len=1408 [TCP segment of a reassembled PDU];;32,90408;32,90424;0,000159;;-4,8E-05;0,000207;0,000255
871;32,90424;192,168,100,21;142,251,85,71;TCP;54;62448  >  443 [ACK] Seq=3504 Ack=436827 Win=1061632 Len=0;;32,90424;32,90445;0,000207;;-0,007744;0,007951;0,015695
872;32,90445;142,251,85,71;192,168,100,21;TCP;1462;443  >  62448 [ACK] Seq=436827 Ack=3504 Win=76288 Len=1408 [TCP segment of a reassembled PDU];;32,90445;32,91240;0,007951;;0,007942;9E-06;-0,007933
873;32,91240;142,251,85,71;192,168,100,21;TLSv1,3;1462;Application Data [TCP segment of a reassembled PDU];;32,91240;32,91241;9E-06;;6E-06;3E-06;-3E-06
874;32,91241;142,251,85,71;192,168,100,21;TCP;1462;443  >  62448 [ACK] Seq=439643 Ack=3504 Win=76288 Len=1408 [TCP segment of a reassembled PDU];;32,91241;32,91241;3E-06;;0;3E-06;3E-06
875;32,91241;142,251,85,71;192,168,100,21;TCP;1462;443  >  62448 [PSH, ACK] Seq=441051 Ack=3504 Win=76288 Len=1408 [TCP segment of a reassembled PDU];;32,91241;32,91242;3E-06;;1E-06;2E-06;1E-06
876;32,91242;142,251,85,71;192,168,100,21;TCP;1462;443  >  62448 [ACK] Seq=442459 Ack=3504 Win=76288 Len=1408 [TCP segment of a reassembled PDU];;32,91242;32,91242;2E-06;;-1E-06;3E-06;4E-06
877;32,91242;142,251,85,71;192,168,100,21;TCP;1462;443  >  62448 [PSH, ACK] Seq=443867 Ack=3504 Win=76288 Len=1408 [TCP segment of a reassembled PDU];;32,91242;32,91242;3E-06;;1E-06;2E-06;1E-06
878;32,91242;142,251,85,71;192,168,100,21;TCP;1462;443  >  62448 [ACK] Seq=445275 Ack=3504 Win=76288 Len=1408 [TCP segment of a reassembled PDU];;32,91242;32,91242;2E-06;;-1E-06;3E-06;4E-06
879;32,91242;142,251,85,71;192,168,100,21;TCP;1462;443  >  62448 [PSH, ACK] Seq=446683 Ack=3504 Win=76288 Len=1408 [TCP segment of a reassembled PDU];;32,91242;32,91243;3E-06;;1E-06;2E-06;1E-06
880;32,91243;142,251,85,71;192,168,100,21;TCP;1462;443  >  62448 [ACK] Seq=448091 Ack=3504 Win=76288 Len=1408 [TCP segment of a reassembled PDU];;32,91243;32,91243;2E-06;;-1E-06;3E-06;4E-06
881;32,91243;142,251,85,71;192,168,100,21;TCP;1462;443  >  62448 [PSH, ACK] Seq=449499 Ack=3504 Win=76288 Len=1408 [TCP segment of a reassembled PDU];;32,91243;32,91243;3E-06;;1E-06;2E-06;1E-06
882;32,91243;142,251,85,71;192,168,100,21;TCP;1462;443  >  62448 [ACK] Seq=450907 Ack=3504 Win=76288 Len=1408 [TCP segment of a reassembled PDU];;32,91243;32,91243;2E-06;;-1E-06;3E-06;4E-06
883;32,91243;142,251,85,71;192,168,100,21;TCP;1462;443  >  62448 [PSH, ACK] Seq=452315 Ack=3504 Win=76288 Len=1408 [TCP segment of a reassembled PDU];;32,91243;32,91244;3E-06;;-0,000209;0,000212;0,000421
884;32,91244;142,251,85,71;192,168,100,21;TLSv1,3;1462;Application Data [TCP segment of a reassembled PDU];;32,91244;32,91265;0,000212;;-0,000186;0,000398;0,000584
885;32,91265;192,168,100,21;142,251,85,71;TCP;54;62448  >  443 [ACK] Seq=3504 Ack=455131 Win=1061632 Len=0;;32,91265;32,91305;0,000398;;0,000392;6E-06;-0,000386
886;32,91305;142,251,85,71;192,168,100,21;TCP;1462;443  >  62448 [PSH, ACK] Seq=455131 Ack=3504 Win=76288 Len=1408 [TCP segment of a reassembled PDU];;32,91305;32,91305;6E-06;;1E-06;5E-06;4E-06
887;32,91305;142,251,85,71;192,168,100,21;TCP;1462;443  >  62448 [ACK] Seq=456539 Ack=3504 Win=76288 Len=1408 [TCP segment of a reassembled PDU];;32,91305;32,91306;5E-06;;3E-06;2E-06;-1E-06
888;32,91306;142,251,85,71;192,168,100,21;TCP;1462;443  >  62448 [PSH, ACK] Seq=457947 Ack=3504 Win=76288 Len=1408 [TCP segment of a reassembled PDU];;32,91306;32,91306;2E-06;;-1E-06;3E-06;4E-06
889;32,91306;142,251,85,71;192,168,100,21;TCP;1462;443  >  62448 [ACK] Seq=459355 Ack=3504 Win=76288 Len=1408 [TCP segment of a reassembled PDU];;32,91306;32,91306;3E-06;;1E-06;2E-06;1E-06
890;32,91306;142,251,85,71;192,168,100,21;TCP;1462;443  >  62448 [PSH, ACK] Seq=460763 Ack=3504 Win=76288 Len=1408 [TCP segment of a reassembled PDU];;32,91306;32,91306;2E-06;;0;2E-06;2E-06
891;32,91306;142,251,85,71;192,168,100,21;TCP;1462;443  >  62448 [ACK] Seq=462171 Ack=3504 Win=76288 Len=1408 [TCP segment of a reassembled PDU];;32,91306;32,91307;2E-06;;0;2E-06;2E-06
892;32,91307;142,251,85,71;192,168,100,21;TCP;1462;443  >  62448 [PSH, ACK] Seq=463579 Ack=3504 Win=76288 Len=1408 [TCP segment of a reassembled PDU];;32,91307;32,91307;2E-06;;-1E-06;3E-06;4E-06
893;32,91307;142,251,85,71;192,168,100,21;TCP;1462;443  >  62448 [ACK] Seq=464987 Ack=3504 Win=76288 Len=1408 [TCP segment of a reassembled PDU];;32,91307;32,91307;3E-06;;0;3E-06;3E-06
894;32,91307;142,251,85,71;192,168,100,21;TCP;1462;443  >  62448 [PSH, ACK] Seq=466395 Ack=3504 Win=76288 Len=1408 [TCP segment of a reassembled PDU];;32,91307;32,91307;3E-06;;-0,001212;0,001215;0,002427
895;32,91307;142,251,85,71;192,168,100,21;TCP;1462;443  >  62448 [ACK] Seq=467803 Ack=3504 Win=76288 Len=1408 [TCP segment of a reassembled PDU];;32,91307;32,91429;0,001215;;0,001209;6E-06;-0,001203
896;32,91429;142,251,85,71;192,168,100,21;TCP;1462;443  >  62448 [PSH, ACK] Seq=469211 Ack=3504 Win=76288 Len=1408 [TCP segment of a reassembled PDU];;32,91429;32,91430;6E-06;;-2E-06;8E-06;1E-05
897;32,91430;142,251,85,71;192,168,100,21;TLSv1,3;1462;Application Data [TCP segment of a reassembled PDU];;32,91430;32,91430;8E-06;;6E-06;2E-06;-4E-06
898;32,91430;142,251,85,71;192,168,100,21;TCP;1462;443  >  62448 [PSH, ACK] Seq=472027 Ack=3504 Win=76288 Len=1408 [TCP segment of a reassembled PDU];;32,91430;32,91431;2E-06;;0;2E-06;2E-06
899;32,91431;142,251,85,71;192,168,100,21;TCP;1462;443  >  62448 [ACK] Seq=473435 Ack=3504 Win=76288 Len=1408 [TCP segment of a reassembled PDU];;32,91431;32,91431;2E-06;;0;2E-06;2E-06
900;32,91431;142,251,85,71;192,168,100,21;TCP;1462;443  >  62448 [PSH, ACK] Seq=474843 Ack=3504 Win=76288 Len=1408 [TCP segment of a reassembled PDU];;32,91431;32,91431;2E-06;;1E-06;1E-06;-7,10543E-15
901;32,91431;142,251,85,71;192,168,100,21;TCP;1462;443  >  62448 [ACK] Seq=476251 Ack=3504 Win=76288 Len=1408 [TCP segment of a reassembled PDU];;32,91431;32,91431;1E-06;;0;1E-06;1E-06
902;32,91431;142,251,85,71;192,168,100,21;TCP;1462;443  >  62448 [PSH, ACK] Seq=477659 Ack=3504 Win=76288 Len=1408 [TCP segment of a reassembled PDU];;32,91431;32,91431;1E-06;;-3E-06;4E-06;7E-06
903;32,91431;142,251,85,71;192,168,100,21;TCP;1462;443  >  62448 [ACK] Seq=479067 Ack=3504 Win=76288 Len=1408 [TCP segment of a reassembled PDU];;32,91431;32,91432;4E-06;;-0,00014;0,000144;0,000284
904;32,91432;142,251,85,71;192,168,100,21;TCP;1462;443  >  62448 [PSH, ACK] Seq=480475 Ack=3504 Win=76288 Len=1408 [TCP segment of a reassembled PDU];;32,91432;32,91446;0,000144;;-7,2E-05;0,000216;0,000288
905;32,91446;192,168,100,21;142,251,85,71;TCP;54;62448  >  443 [ACK] Seq=3504 Ack=481883 Win=1061632 Len=0;;32,91446;32,91468;0,000216;;0,000212;4E-06;-0,000208
906;32,91468;142,251,85,71;192,168,100,21;TCP;1462;443  >  62448 [ACK] Seq=481883 Ack=3504 Win=76288 Len=1408 [TCP segment of a reassembled PDU];;32,91468;32,91468;4E-06;;1E-06;3E-06;2E-06
907;32,91468;142,251,85,71;192,168,100,21;TCP;1462;443  >  62448 [PSH, ACK] Seq=483291 Ack=3504 Win=76288 Len=1408 [TCP segment of a reassembled PDU];;32,91468;32,91468;3E-06;;-0,000175;0,000178;0,000353
908;32,91468;142,251,85,71;192,168,100,21;TCP;1462;443  >  62448 [ACK] Seq=484699 Ack=3504 Win=76288 Len=1408 [TCP segment of a reassembled PDU];;32,91468;32,91486;0,000178;;0,000123;5,5E-05;-6,8E-05
909;32,91486;142,251,85,71;192,168,100,21;TCP;1462;443  >  62448 [PSH, ACK] Seq=486107 Ack=3504 Win=76288 Len=1408 [TCP segment of a reassembled PDU];;32,91486;32,91492;5,5E-05;;-0,002578;0,002633;0,005211
910;32,91492;192,168,100,21;142,251,85,71;TCP;54;62448  >  443 [ACK] Seq=3504 Ack=487515 Win=1061632 Len=0;;32,91492;32,91755;0,002633;;-0,006756;0,009389;0,016145
911;32,91755;142,251,85,71;192,168,100,21;TLSv1,3;1462;Application Data [TCP segment of a reassembled PDU];;32,91755;32,92694;0,009389;;0,009303;8,6E-05;-0,009217
912;32,92694;142,251,85,71;192,168,100,21;TCP;1462;443  >  62448 [PSH, ACK] Seq=488923 Ack=3504 Win=76288 Len=1408 [TCP segment of a reassembled PDU];;32,92694;32,92702;8,6E-05;;-0,006698;0,006784;0,013482
913;32,92702;192,168,100,21;142,251,85,71;TCP;54;62448  >  443 [ACK] Seq=3504 Ack=490331 Win=1061632 Len=0;;32,92702;32,93381;0,006784;;0,001098;0,005686;0,004588
914;32,93381;142,251,85,71;192,168,100,21;TCP;1462;443  >  62448 [ACK] Seq=490331 Ack=3504 Win=76288 Len=1408 [TCP segment of a reassembled PDU];;32,93381;32,93949;0,005686;;0,005682;4E-06;-0,005678
915;32,93949;142,251,85,71;192,168,100,21;TCP;1462;443  >  62448 [PSH, ACK] Seq=491739 Ack=3504 Win=76288 Len=1408 [TCP segment of a reassembled PDU];;32,93949;32,93950;4E-06;;-0,000124;0,000128;0,000252
916;32,93950;142,251,85,71;192,168,100,21;TCP;1462;443  >  62448 [ACK] Seq=493147 Ack=3504 Win=76288 Len=1408 [TCP segment of a reassembled PDU];;32,93950;32,93963;0,000128;;1,7E-05;0,000111;9,4E-05
917;32,93963;192,168,100,21;142,251,85,71;TCP;54;62448  >  443 [ACK] Seq=3504 Ack=494555 Win=1061632 Len=0;;32,93963;32,93974;0,000111;;0,000108;3E-06;-0,000105
918;32,93974;142,251,85,71;192,168,100,21;TCP;1462;443  >  62448 [PSH, ACK] Seq=494555 Ack=3504 Win=76288 Len=1408 [TCP segment of a reassembled PDU];;32,93974;32,93974;3E-06;;-0,000189;0,000192;0,000381
919;32,93974;142,251,85,71;192,168,100,21;TCP;1462;443  >  62448 [ACK] Seq=495963 Ack=3504 Win=76288 Len=1408 [TCP segment of a reassembled PDU];;32,93974;32,93993;0,000192;;0,000147;4,5E-05;-0,000102
920;32,93993;142,251,85,71;192,168,100,21;TCP;1462;443  >  62448 [PSH, ACK] Seq=497371 Ack=3504 Win=76288 Len=1408 [TCP segment of a reassembled PDU];;32,93993;32,93998;4,5E-05;;-0,027273;0,027318;0,054591
921;32,93998;192,168,100,21;142,251,85,71;TCP;54;62448  >  443 [ACK] Seq=3504 Ack=498779 Win=1061632 Len=0;;32,93998;32,96729;0,027318;;0,027308;1E-05;-0,027298
922;32,96729;142,251,85,71;192,168,100,21;TCP;1462;443  >  62448 [ACK] Seq=498779 Ack=3504 Win=76288 Len=1408 [TCP segment of a reassembled PDU];;32,96729;32,96730;1E-05;;-0,000249;0,000259;0,000508
923;32,96730;142,251,85,71;192,168,100,21;TCP;1462;443  >  62448 [PSH, ACK] Seq=500187 Ack=3504 Win=76288 Len=1408 [TCP segment of a reassembled PDU];;32,96730;32,96756;0,000259;;0,000173;8,6E-05;-8,7E-05
924;32,96756;142,251,85,71;192,168,100,21;TCP;1462;443  >  62448 [ACK] Seq=501595 Ack=3504 Win=76288 Len=1408 [TCP segment of a reassembled PDU];;32,96756;32,96765;8,6E-05;;-0,004667;0,004753;0,00942
925;32,96765;192,168,100,21;142,251,85,71;TCP;54;62448  >  443 [ACK] Seq=3504 Ack=503003 Win=1061632 Len=0;;32,96765;32,97240;0,004753;;0,004748;5E-06;-0,004743
926;32,97240;142,251,85,71;192,168,100,21;TLSv1,3;1462;Application Data [TCP segment of a reassembled PDU];;32,97240;32,97241;5E-06;;1E-06;4E-06;3E-06
927;32,97241;142,251,85,71;192,168,100,21;TCP;1462;443  >  62448 [ACK] Seq=504411 Ack=3504 Win=76288 Len=1408 [TCP segment of a reassembled PDU];;32,97241;32,97241;4E-06;;2E-06;2E-06;0
928;32,97241;142,251,85,71;192,168,100,21;TCP;1462;443  >  62448 [PSH, ACK] Seq=505819 Ack=3504 Win=76288 Len=1408 [TCP segment of a reassembled PDU];;32,97241;32,97241;2E-06;;1E-06;1E-06;-7,10543E-15
929;32,97241;142,251,85,71;192,168,100,21;TCP;1462;443  >  62448 [ACK] Seq=507227 Ack=3504 Win=76288 Len=1408 [TCP segment of a reassembled PDU];;32,97241;32,97241;1E-06;;-1E-06;2E-06;3E-06
930;32,97241;142,251,85,71;192,168,100,21;TCP;1462;443  >  62448 [PSH, ACK] Seq=508635 Ack=3504 Win=76288 Len=1408 [TCP segment of a reassembled PDU];;32,97241;32,97242;2E-06;;1E-06;1E-06;-7,10543E-15
931;32,97242;142,251,85,71;192,168,100,21;TCP;1462;443  >  62448 [ACK] Seq=510043 Ack=3504 Win=76288 Len=1408 [TCP segment of a reassembled PDU];;32,97242;32,97242;1E-06;;-0,000193;0,000194;0,000387
932;32,97242;142,251,85,71;192,168,100,21;TCP;1462;443  >  62448 [PSH, ACK] Seq=511451 Ack=3504 Win=76288 Len=1408 [TCP segment of a reassembled PDU];;32,97242;32,97261;0,000194;;0,000124;7E-05;-5,4E-05
933;32,97261;142,251,85,71;192,168,100,21;TCP;1462;443  >  62448 [ACK] Seq=512859 Ack=3504 Win=76288 Len=1408 [TCP segment of a reassembled PDU];;32,97261;32,97268;7E-05;;-0,008088;0,008158;0,016246
934;32,97268;192,168,100,21;142,251,85,71;TCP;54;62448  >  443 [ACK] Seq=3504 Ack=514267 Win=1061632 Len=0;;32,97268;32,98084;0,008158;;0,008151;7E-06;-0,008144
935;32,98084;142,251,85,71;192,168,100,21;TCP;1462;443  >  62448 [PSH, ACK] Seq=514267 Ack=3504 Win=76288 Len=1408 [TCP segment of a reassembled PDU];;32,98084;32,98085;7E-06;;3E-06;4E-06;1E-06
936;32,98085;142,251,85,71;192,168,100,21;TCP;1462;443  >  62448 [ACK] Seq=515675 Ack=3504 Win=76288 Len=1408 [TCP segment of a reassembled PDU];;32,98085;32,98085;4E-06;;-0,016849;0,016853;0,033702
937;32,98085;142,251,85,71;192,168,100,21;TCP;1462;443  >  62448 [PSH, ACK] Seq=517083 Ack=3504 Win=76288 Len=1408 [TCP segment of a reassembled PDU];;32,98085;32,99770;0,016853;;0,016596;0,000257;-0,016339
938;32,99770;142,251,85,71;192,168,100,21;TCP;1462;443  >  62448 [ACK] Seq=518491 Ack=3504 Win=76288 Len=1408 [TCP segment of a reassembled PDU];;32,99770;32,99796;0,000257;;-0,009309;0,009566;0,018875
939;32,99796;192,168,100,21;142,251,85,71;TCP;54;62448  >  443 [ACK] Seq=3504 Ack=519899 Win=1061632 Len=0;;32,99796;33,00753;0,009566;;0,009562;4E-06;-0,009558
940;33,00753;142,251,85,71;192,168,100,21;TLSv1,3;1462;Application Data [TCP segment of a reassembled PDU];;33,00753;33,00753;4E-06;;2E-06;2E-06;-1,42109E-14
941;33,00753;142,251,85,71;192,168,100,21;TCP;1462;443  >  62448 [ACK] Seq=521307 Ack=3504 Win=76288 Len=1408 [TCP segment of a reassembled PDU];;33,00753;33,00753;2E-06;;1E-06;1E-06;1,42109E-14
942;33,00753;142,251,85,71;192,168,100,21;TCP;1462;443  >  62448 [PSH, ACK] Seq=522715 Ack=3504 Win=76288 Len=1408 [TCP segment of a reassembled PDU];;33,00753;33,00753;1E-06;;-0,000235;0,000236;0,000471
943;33,00753;142,251,85,71;192,168,100,21;TCP;1462;443  >  62448 [ACK] Seq=524123 Ack=3504 Win=76288 Len=1408 [TCP segment of a reassembled PDU];;33,00753;33,00777;0,000236;;0,000233;3E-06;-0,00023
944;33,00777;142,251,85,71;192,168,100,21;TCP;1462;443  >  62448 [PSH, ACK] Seq=525531 Ack=3504 Win=76288 Len=1408 [TCP segment of a reassembled PDU];;33,00777;33,00777;3E-06;;-5,2E-05;5,5E-05;0,000107
945;33,00777;142,251,85,71;192,168,100,21;TCP;1462;443  >  62448 [ACK] Seq=526939 Ack=3504 Win=76288 Len=1408 [TCP segment of a reassembled PDU];;33,00777;33,00783;5,5E-05;;-0,000406;0,000461;0,000867
946;33,00783;192,168,100,21;142,251,85,71;TCP;54;62448  >  443 [ACK] Seq=3504 Ack=528347 Win=1061632 Len=0;;33,00783;33,00829;0,000461;;0,000456;5E-06;-0,000451
947;33,00829;142,251,85,71;192,168,100,21;TCP;1462;443  >  62448 [PSH, ACK] Seq=528347 Ack=3504 Win=76288 Len=1408 [TCP segment of a reassembled PDU];;33,00829;33,00829;5E-06;;-0,000151;0,000156;0,000307
948;33,00829;142,251,85,71;192,168,100,21;TCP;1462;443  >  62448 [ACK] Seq=529755 Ack=3504 Win=76288 Len=1408 [TCP segment of a reassembled PDU];;33,00829;33,00845;0,000156;;0,000152;4E-06;-0,000148
949;33,00845;142,251,85,71;192,168,100,21;TCP;1462;443  >  62448 [PSH, ACK] Seq=531163 Ack=3504 Win=76288 Len=1408 [TCP segment of a reassembled PDU];;33,00845;33,00845;4E-06;;-5,8E-05;6,2E-05;0,00012
950;33,00845;142,251,85,71;192,168,100,21;TCP;1462;443  >  62448 [ACK] Seq=532571 Ack=3504 Win=76288 Len=1408 [TCP segment of a reassembled PDU];;33,00845;33,00852;6,2E-05;;-0,00012;0,000182;0,000302
951;33,00852;192,168,100,21;142,251,85,71;TCP;54;62448  >  443 [ACK] Seq=3504 Ack=533979 Win=1061632 Len=0;;33,00852;33,00870;0,000182;;0,000178;4E-06;-0,000174
952;33,00870;142,251,85,71;192,168,100,21;TCP;1462;443  >  62448 [PSH, ACK] Seq=533979 Ack=3504 Win=76288 Len=1408 [TCP segment of a reassembled PDU];;33,00870;33,00870;4E-06;;-0,000287;0,000291;0,000578
953;33,00870;142,251,85,71;192,168,100,21;TCP;1462;443  >  62448 [ACK] Seq=535387 Ack=3504 Win=76288 Len=1408 [TCP segment of a reassembled PDU];;33,00870;33,00899;0,000291;;0,000234;5,7E-05;-0,000177
954;33,00899;142,251,85,71;192,168,100,21;TLSv1,3;1462;Application Data [TCP segment of a reassembled PDU];;33,00899;33,00905;5,7E-05;;-0,001818;0,001875;0,003693
955;33,00905;192,168,100,21;142,251,85,71;TCP;54;62448  >  443 [ACK] Seq=3504 Ack=538203 Win=1061632 Len=0;;33,00905;33,01092;0,001875;;0,001869;6E-06;-0,001863
956;33,01092;142,251,85,71;192,168,100,21;TCP;1462;443  >  62448 [ACK] Seq=538203 Ack=3504 Win=76288 Len=1408 [TCP segment of a reassembled PDU];;33,01092;33,01093;6E-06;;-0,017187;0,017193;0,03438
957;33,01093;142,251,85,71;192,168,100,21;TCP;1462;443  >  62448 [PSH, ACK] Seq=539611 Ack=3504 Win=76288 Len=1408 [TCP segment of a reassembled PDU];;33,01093;33,02812;0,017193;;0,017032;0,000161;-0,016871
958;33,02812;142,251,85,71;192,168,100,21;TCP;1462;443  >  62448 [ACK] Seq=541019 Ack=3504 Win=76288 Len=1408 [TCP segment of a reassembled PDU];;33,02812;33,02828;0,000161;;-9,4E-05;0,000255;0,000349
959;33,02828;192,168,100,21;142,251,85,71;TCP;54;62448  >  443 [ACK] Seq=3504 Ack=542427 Win=1061632 Len=0;;33,02828;33,02854;0,000255;;0,00025;5E-06;-0,000245
960;33,02854;142,251,85,71;192,168,100,21;TCP;1462;443  >  62448 [PSH, ACK] Seq=542427 Ack=3504 Win=76288 Len=1408 [TCP segment of a reassembled PDU];;33,02854;33,02854;5E-06;;-0,000303;0,000308;0,000611
961;33,02854;142,251,85,71;192,168,100,21;TCP;1462;443  >  62448 [ACK] Seq=543835 Ack=3504 Win=76288 Len=1408 [TCP segment of a reassembled PDU];;33,02854;33,02885;0,000308;;0,000304;4E-06;-0,0003
962;33,02885;142,251,85,71;192,168,100,21;TCP;1462;443  >  62448 [PSH, ACK] Seq=545243 Ack=3504 Win=76288 Len=1408 [TCP segment of a reassembled PDU];;33,02885;33,02886;4E-06;;-0,000112;0,000116;0,000228
963;33,02886;142,251,85,71;192,168,100,21;TCP;1462;443  >  62448 [ACK] Seq=546651 Ack=3504 Win=76288 Len=1408 [TCP segment of a reassembled PDU];;33,02886;33,02897;0,000116;;-0,000141;0,000257;0,000398
964;33,02897;192,168,100,21;142,251,85,71;TCP;54;62448  >  443 [ACK] Seq=3504 Ack=548059 Win=1061632 Len=0;;33,02897;33,02923;0,000257;;-0,010576;0,010833;0,021409
965;33,02923;142,251,85,71;192,168,100,21;TCP;1462;443  >  62448 [PSH, ACK] Seq=548059 Ack=3504 Win=76288 Len=1408 [TCP segment of a reassembled PDU];;33,02923;33,04006;0,010833;;0,010723;0,00011;-0,010613
966;33,04006;142,251,85,71;192,168,100,21;TCP;1462;443  >  62448 [ACK] Seq=549467 Ack=3504 Win=76288 Len=1408 [TCP segment of a reassembled PDU];;33,04006;33,04017;0,00011;;-0,003199;0,003309;0,006508
967;33,04017;192,168,100,21;142,251,85,71;TCP;54;62448  >  443 [ACK] Seq=3504 Ack=550875 Win=1061632 Len=0;;33,04017;33,04348;0,003309;;0,003304;5E-06;-0,003299
968;33,04348;142,251,85,71;192,168,100,21;TCP;1462;443  >  62448 [PSH, ACK] Seq=550875 Ack=3504 Win=76288 Len=1408 [TCP segment of a reassembled PDU];;33,04348;33,04349;5E-06;;-0,000258;0,000263;0,000521
969;33,04349;142,251,85,71;192,168,100,21;TLSv1,3;1462;Application Data [TCP segment of a reassembled PDU];;33,04349;33,04375;0,000263;;0,00026;3E-06;-0,000257
970;33,04375;142,251,85,71;192,168,100,21;TCP;1462;443  >  62448 [PSH, ACK] Seq=553691 Ack=3504 Win=76288 Len=1408 [TCP segment of a reassembled PDU];;33,04375;33,04375;3E-06;;0;3E-06;3E-06
971;33,04375;142,251,85,71;192,168,100,21;TCP;1462;443  >  62448 [ACK] Seq=555099 Ack=3504 Win=76288 Len=1408 [TCP segment of a reassembled PDU];;33,04375;33,04376;3E-06;;2E-06;1E-06;-1E-06
972;33,04376;142,251,85,71;192,168,100,21;TCP;1462;443  >  62448 [PSH, ACK] Seq=556507 Ack=3504 Win=76288 Len=1408 [TCP segment of a reassembled PDU];;33,04376;33,04376;1E-06;;-7,5E-05;7,6E-05;0,000151
973;33,04376;142,251,85,71;192,168,100,21;TCP;1462;443  >  62448 [ACK] Seq=557915 Ack=3504 Win=76288 Len=1408 [TCP segment of a reassembled PDU];;33,04376;33,04383;7,6E-05;;-0,000143;0,000219;0,000362
974;33,04383;192,168,100,21;142,251,85,71;TCP;54;62448  >  443 [ACK] Seq=3504 Ack=559323 Win=1061632 Len=0;;33,04383;33,04405;0,000219;;-0,002032;0,002251;0,004283
975;33,04405;142,251,85,71;192,168,100,21;TCP;1462;443  >  62448 [PSH, ACK] Seq=559323 Ack=3504 Win=76288 Len=1408 [TCP segment of a reassembled PDU];;33,04405;33,04630;0,002251;;0,002245;6E-06;-0,002239
976;33,04630;142,251,85,71;192,168,100,21;TCP;1462;443  >  62448 [ACK] Seq=560731 Ack=3504 Win=76288 Len=1408 [TCP segment of a reassembled PDU];;33,04630;33,04631;6E-06;;-0,000129;0,000135;0,000264
977;33,04631;142,251,85,71;192,168,100,21;TCP;1462;443  >  62448 [PSH, ACK] Seq=562139 Ack=3504 Win=76288 Len=1408 [TCP segment of a reassembled PDU];;33,04631;33,04644;0,000135;;-0,012141;0,012276;0,024417
978;33,04644;192,168,100,21;142,251,85,71;TCP;54;62448  >  443 [ACK] Seq=3504 Ack=563547 Win=1061632 Len=0;;33,04644;33,05872;0,012276;;0,012266;1E-05;-0,012256
979;33,05872;142,251,85,71;192,168,100,21;TCP;1462;443  >  62448 [ACK] Seq=563547 Ack=3504 Win=76288 Len=1408 [TCP segment of a reassembled PDU];;33,05872;33,05873;1E-05;;-0,000997;0,001007;0,002004
980;33,05873;142,251,85,71;192,168,100,21;TCP;1462;443  >  62448 [PSH, ACK] Seq=564955 Ack=3504 Win=76288 Len=1408 [TCP segment of a reassembled PDU];;33,05873;33,05974;0,001007;;0,000927;8E-05;-0,000847
981;33,05974;142,251,85,71;192,168,100,21;TCP;1462;443  >  62448 [ACK] Seq=566363 Ack=3504 Win=76288 Len=1408 [TCP segment of a reassembled PDU];;33,05974;33,05982;8E-05;;-0,002376;0,002456;0,004832
982;33,05982;192,168,100,21;142,251,85,71;TCP;54;62448  >  443 [ACK] Seq=3504 Ack=567771 Win=1061632 Len=0;;33,05982;33,06227;0,002456;;0,00245;6E-06;-0,002444
983;33,06227;142,251,85,71;192,168,100,21;TCP;1462;443  >  62448 [PSH, ACK] Seq=567771 Ack=3504 Win=76288 Len=1408 [TCP segment of a reassembled PDU];;33,06227;33,06228;6E-06;;-0,000369;0,000375;0,000744
984;33,06228;142,251,85,71;192,168,100,21;TLSv1,3;1462;Application Data [TCP segment of a reassembled PDU];;33,06228;33,06265;0,000375;;0,000372;3E-06;-0,000369
985;33,06265;142,251,85,71;192,168,100,21;TCP;1462;443  >  62448 [PSH, ACK] Seq=570587 Ack=3504 Win=76288 Len=1408 [TCP segment of a reassembled PDU];;33,06265;33,06266;3E-06;;-0,000152;0,000155;0,000307
986;33,06266;142,251,85,71;192,168,100,21;TCP;1462;443  >  62448 [ACK] Seq=571995 Ack=3504 Win=76288 Len=1408 [TCP segment of a reassembled PDU];;33,06266;33,06281;0,000155;;-0,000201;0,000356;0,000557
987;33,06281;192,168,100,21;142,251,85,71;TCP;54;62448  >  443 [ACK] Seq=3504 Ack=573403 Win=1061632 Len=0;;33,06281;33,06317;0,000356;;-0,001592;0,001948;0,00354
988;33,06317;142,251,85,71;192,168,100,21;TCP;1462;443  >  62448 [PSH, ACK] Seq=573403 Ack=3504 Win=76288 Len=1408 [TCP segment of a reassembled PDU];;33,06317;33,06512;0,001948;;0,001944;4E-06;-0,00194
989;33,06512;142,251,85,71;192,168,100,21;TCP;1462;443  >  62448 [ACK] Seq=574811 Ack=3504 Win=76288 Len=1408 [TCP segment of a reassembled PDU];;33,06512;33,06512;4E-06;;-0,000127;0,000131;0,000258
990;33,06512;142,251,85,71;192,168,100,21;TCP;1462;443  >  62448 [PSH, ACK] Seq=576219 Ack=3504 Win=76288 Len=1408 [TCP segment of a reassembled PDU];;33,06512;33,06525;0,000131;;8E-06;0,000123;0,000115
991;33,06525;192,168,100,21;142,251,85,71;TCP;54;62448  >  443 [ACK] Seq=3504 Ack=577627 Win=1061632 Len=0;;33,06525;33,06537;0,000123;;0,00012;3E-06;-0,000117
